session,label,n_samples,steer_sd,steer_range,steer_vel_sd,steer_vel_mean_abs,reversal_rate,hold_fraction,lf_hf_ratio,steering_entropy,max_abs_steer_rate,steer_rate_kurtosis,large_correction_rate
drive_alert_20260615_132532,alert,300,0.042192877039442994,0.15550999999999998,0.005758057673939938,0.003030512668163797,40.0,0.8294314381270903,0.7384017386463471,0.37205249476023794,0.02738,7.545656447695935,0.0
drive_alert_20260615_132532,alert,300,0.03928681841504433,0.16426,0.005203347729565038,0.002732529200030874,44.0,0.8327759197324415,4.2457379469173375,0.38807597815938166,0.02738,9.081091169157967,0.0
drive_alert_20260615_132532,alert,300,0.03445678875556391,0.14374,0.004537342707193115,0.002221896702434561,40.0,0.8862876254180602,3.141384524237986,0.3527774364798035,0.035910000000000004,20.300300991477545,0.0
drive_alert_20260615_132532,alert,300,0.033952074715382106,0.14374,0.004885316420550248,0.0025261612854412616,52.0,0.8662207357859532,1.9488666708392872,0.393290708710954,0.035910000000000004,16.88766102631706,0.0
drive_alert_20260615_132532,alert,300,0.0315334857510587,0.11633,0.005142923025642304,0.0024088686748990635,52.0,0.8695652173913043,1.223958868581104,0.38389275118856636,0.035910000000000004,15.596918914533223,0.0
drive_alert_20260615_132532,alert,300,0.04328589228092168,0.19841,0.007323104881429542,0.003527916509425356,64.0,0.8361204013377926,3.9561660475572373,0.4792813253807949,0.04214,10.854593984656235,0.0
drive_alert_20260615_132532,alert,300,0.035584310685640975,0.14418,0.0058072231129573226,0.002622651118353192,48.0,0.8662207357859532,0.7702494325993587,0.42049713964216834,0.033659999999999995,12.218045631801742,0.0
drive_alert_20260615_132532,alert,300,0.04003621047302054,0.16992000000000002,0.005026182975030514,0.002511191697120678,56.0,0.8595317725752508,5.672544427536031,0.45276705650872257,0.02854,9.100626793499938,0.0
drive_alert_20260615_132532,alert,300,0.059386916124532195,0.23993,0.004766874564199829,0.0025386445027241293,48.0,0.8795986622073578,9.452827056220842,0.3896328604777304,0.02343999999999999,8.45141238886912,0.0
drive_alert_20260615_132532,alert,300,0.109841896999804,0.46062000000000003,0.00785358220710408,0.004926004784846922,52.0,0.7224080267558528,2.2371389513185926,0.5125950542763408,0.03725,4.112847660012708,0.0
drive_alert_20260615_132532,alert,300,0.10338769312865799,0.46038,0.00785978252713204,0.004683928692072795,40.0,0.705685618729097,0.8773678538758823,0.4836022008096628,0.03725,4.35102575420385,0.0
drive_alert_20260615_132532,alert,300,0.10803169891124036,0.45788,0.008111486548649752,0.004837754509423944,48.0,0.6923076923076923,1.113506305205573,0.4845355548415061,0.03725,3.840644556333091,0.0
drive_alert_20260615_132532,alert,300,0.10794891555514684,0.45788,0.007924096751814075,0.004842119955736409,48.0,0.68561872909699,1.175414642105706,0.4950188547336675,0.03725,4.141117298837207,0.0
drive_alert_20260615_132532,alert,300,0.037942336487476476,0.12623,0.004835505957672943,0.002588594767099047,44.0,0.8494983277591973,5.726838116114374,0.40692130272313887,0.025869999999999997,6.932713570372707,0.0
drive_alert_20260615_132532,alert,300,0.054565102854592165,0.24333,0.008877321114737212,0.004506655599725912,52.0,0.7692307692307693,3.198012749088673,0.5194949492252888,0.049890000000000004,9.131772495945505,0.0
drive_alert_20260615_132532,alert,300,0.08390691328633178,0.3156,0.009394626401375315,0.0049763307540726665,40.0,0.7491638795986622,0.09554296348137409,0.45444347496289816,0.049890000000000004,7.322996300486885,0.0
drive_alert_20260615_132532,alert,300,0.056256895617831204,0.28897,0.00594980814927948,0.0035257460450415267,44.0,0.7692307692307693,2.4026193569565777,0.4830214682923446,0.027260000000000006,4.80763607739484,0.0
drive_alert_20260615_132532,alert,300,0.050989340397991245,0.2195,0.005713867539663903,0.003237239113136188,56.0,0.7926421404682275,2.5229164803535253,0.4829813169463481,0.027260000000000006,6.1297996330934605,0.0
drive_alert_20260615_132532,alert,300,0.04085047327755212,0.193,0.0053636774359748065,0.0028952480497646564,52.0,0.8193979933110368,3.0224439291320855,0.4734795863551578,0.027260000000000006,7.970938992290417,0.0
drive_alert_20260615_132532,alert,300,0.04026098352002842,0.17396,0.005129301035487169,0.00288874578606429,44.0,0.8093645484949833,11.547170662364605,0.4763767031828817,0.027260000000000006,7.644855184997155,0.0
drive_alert_20260615_132532,alert,300,0.034031059597749165,0.121,0.0038734175012661333,0.0019513947876938504,24.0,0.882943143812709,8.22793112335108,0.3863048648913607,0.025580000000000006,11.798963556881336,0.0
drive_alert_20260615_132532,alert,300,0.044214359822674,0.18674,0.0053276699432170905,0.002802279210014262,40.0,0.8461538461538461,4.103657304239236,0.4469739741159038,0.028730000000000006,7.4562661069296485,0.0
